customer_id,customer_age,account_age_days,total_purchases,avg_order_value,days_since_last_purchase,website_visits,email_open_rate,support_tickets,product_categories_browsed,avg_session_duration_min,loyalty_program,discount_usage,review_count,payment_failures,return_rate,mobile_usage_pct,channel,churned
8957-THMOA,35,1500,17.0,40.3,74,150,35,0,10.0,23.110695371021386,1,4,8.0,0,0.0,75,mobile,0
2251-PYLPB,35,2160,24.0,159.1,30,200,35,0,10.0,15.991379017887944,1,1,10.0,0,0.0,75,web,0
5555-RNPGT,35,300,3.0,49.6,154,30,35,3,2.5,9.940101683608404,0,0,2.0,0,8.0,75,mobile,0
1057-FOGLZ,35,540,6.0,39.3,138,54,35,0,4.5,15.03101209499464,0,0,3.0,0,6.4,75,mobile,0
9300-RENDD,35,30,0.0,159.9,172,3,65,3,1.0,22.711492025318975,0,0,0.0,0,9.8,75,app,1
0761-AETCS,35,30,0.0,38.6,172,3,35,3,1.0,21.149526915792926,0,0,0.0,0,9.8,75,mobile,1
8087-LGYHQ,35,270,3.0,188.1,156,27,65,1,2.25,17.79734662717272,0,0,2.0,0,8.2,75,app,0
4137-BTIKL,35,60,1.0,181.5,170,6,35,0,1.0,16.959824696711678,0,0,0.0,0,9.6,75,app,0
2190-BCXEC,35,1200,13.0,157.7,94,120,65,0,10.0,13.147915152446355,0,0,7.0,0,2.0,75,app,0
6227-FBDXH,35,2070,23.0,199.0,36,200,35,0,10.0,17.684827273075967,1,0,10.0,0,0.0,75,app,0
2153-MREFK,35,1110,12.0,198.4,100,111,65,0,9.25,17.524622760630873,1,4,6.0,0,2.5999999999999996,75,app,1
2911-WDXMV,35,540,6.0,161.1,138,54,65,0,4.5,28.54258404191333,0,0,3.0,0,6.4,75,app,0
7206-PQBBZ,65,330,4.0,140.4,152,33,65,4,2.75,22.077498769617353,0,0,2.0,1,7.8,75,app,0
3106-ULWFW,35,240,3.0,170.4,158,24,65,1,2.0,20.195192782650714,0,0,1.0,0,8.4,75,app,1
0925-VYDLG,35,90,1.0,150.5,168,9,35,2,1.0,20.79623257101442,0,0,0.0,0,9.4,75,app,1
4547-FZJWE,35,1650,18.0,118.9,64,165,35,0,10.0,30.42952793305732,1,0,9.0,0,0.0,75,web,0
7422-WNBTY,35,990,11.0,186.7,108,99,65,0,8.25,16.842692282541822,0,0,6.0,0,3.4000000000000004,75,app,0
0842-IWYCP,35,1380,15.0,89.9,82,138,35,0,10.0,16.040633047385587,0,0,8.0,0,0.8000000000000007,75,web,0
3521-HTQTV,35,1020,11.0,52.2,106,102,35,0,8.5,31.125450274106857,1,2,6.0,0,3.2,75,mobile,0
3744-ZBHON,35,90,1.0,40.4,168,9,35,1,1.0,24.283591557549787,0,0,0.0,1,9.4,75,mobile,0
3373-DIUUN,35,900,10.0,42.5,114,90,35,0,7.5,15.634196784095478,1,3,5.0,0,4.0,75,mobile,0
8383-SGHJU,35,990,11.0,118.8,108,99,35,0,8.25,31.382607260594487,1,1,6.0,2,3.4000000000000004,75,web,0
7607-QKKTJ,35,1350,15.0,190.0,84,135,65,0,10.0,17.331647025167037,1,2,8.0,0,1.0,75,app,0
7707-PYBBH,35,1200,13.0,123.8,94,120,65,0,10.0,17.334809070652728,0,0,7.0,0,2.0,75,web,0
8984-HPEMB,35,2130,24.0,237.3,32,200,65,0,10.0,12.125909288018121,1,2,10.0,2,0.0,75,app,0
4349-GFQHK,35,30,0.0,108.7,172,3,35,5,1.0,13.159727606631174,0,0,0.0,1,9.8,75,web,1
4139-DETXS,35,2160,24.0,128.9,30,200,35,0,10.0,26.034596333355566,1,1,10.0,0,0.0,25,web,0
9779-DPNEJ,35,660,7.0,160.3,130,66,65,0,5.5,18.537552000200606,0,0,4.0,0,5.6,75,app,0
9805-FILKB,35,1380,15.0,40.4,82,138,65,0,10.0,19.180081654922525,1,2,8.0,0,0.8000000000000007,75,mobile,0
5793-YOLJN,35,1650,18.0,42.0,64,165,35,0,10.0,28.542021470803093,1,2,9.0,0,0.0,75,mobile,0
0673-IGUQO,35,30,0.0,40.9,172,3,35,1,1.0,22.63656815665691,0,0,0.0,0,9.8,75,mobile,0
4123-FCVCB,35,360,4.0,151.7,150,36,65,2,3.0,13.19686262480205,1,1,2.0,0,7.6,75,web,0
8819-IMISP,35,930,10.0,160.9,112,93,65,0,7.75,27.65970048098078,0,0,5.0,0,3.8,75,app,0
7802-EFKNY,35,150,2.0,49.9,164,15,65,2,1.25,26.387150308887367,0,0,1.0,2,9.0,25,web,1
8311-UEUAB,35,2010,22.0,151.0,40,200,65,0,10.0,18.555517231677882,1,1,10.0,3,0.0,75,web,0
5858-EAFCZ,35,30,0.0,88.9,172,3,35,1,1.0,12.428227592311735,0,0,0.0,0,9.8,75,web,0
8035-BUYVG,35,1200,13.0,84.7,94,120,65,0,10.0,21.75461755851282,1,1,7.0,0,2.0,25,web,1
1163-ONYEY,35,1230,14.0,149.1,92,123,65,0,10.0,14.031781913333935,0,0,7.0,0,1.8000000000000007,75,web,0
9787-XVQIU,35,30,0.0,150.6,172,3,65,0,1.0,17.809188459407764,0,0,0.0,1,9.8,75,app,1
8945-MUQUF,35,1530,17.0,189.6,72,153,65,0,10.0,18.21875389649053,1,2,8.0,1,0.0,75,app,1
5656-MJEFC,35,1260,14.0,96.3,90,126,35,0,10.0,14.400610529148976,1,1,7.0,0,1.5999999999999996,25,web,0
6082-OQFBA,35,690,8.0,39.3,128,69,35,0,5.75,28.964800701759398,1,1,4.0,0,5.4,75,mobile,0
8051-HJRLT,65,30,0.0,141.1,172,3,65,0,1.0,15.574359421002082,0,0,0.0,0,9.8,75,app,1
8974-OVACP,35,30,0.0,40.3,172,3,35,2,1.0,28.36528777784196,0,0,0.0,0,9.8,75,mobile,0
4010-YLMVT,35,1680,19.0,213.2,62,168,65,0,10.0,20.060175157808892,0,0,9.0,0,0.0,75,app,0
1379-FRVEB,35,450,5.0,182.0,144,45,65,0,3.75,11.928603335335762,0,0,2.0,1,7.0,75,app,0
8612-GXIDD,35,360,4.0,50.8,150,36,65,2,3.0,18.648049232482503,1,3,2.0,0,7.6,75,mobile,0
6288-CHQJB,35,1620,18.0,139.9,66,162,35,0,10.0,28.84020339369022,1,2,9.0,0,0.0,75,web,0
8160-HOWOX,35,210,2.0,133.7,160,21,65,3,1.75,18.42072972821402,0,0,1.0,1,8.6,75,web,0
3023-GFLBR,35,990,11.0,172.3,108,99,35,0,8.25,15.34906764707252,0,0,6.0,0,3.4000000000000004,75,app,1
6648-INWPS,35,480,5.0,40.3,142,48,35,0,4.0,26.0045398466031,0,0,3.0,2,6.8,75,mobile,0
4223-BKEOR,35,630,7.0,129.7,132,63,35,0,5.25,14.801564947829663,1,1,4.0,0,5.8,75,web,0
4079-VTGLK,65,900,10.0,149.7,114,90,35,0,7.5,6.55720115151255,1,6,5.0,2,4.0,75,web,0
1763-WQFUK,35,90,1.0,101.0,168,9,65,3,1.0,17.62753140813367,0,0,0.0,0,9.4,75,web,0
1391-UBDAR,35,330,4.0,145.8,152,33,35,0,2.75,19.023682321182598,0,0,2.0,0,7.8,75,app,0
8894-JVDCV,35,1860,21.0,230.1,50,186,65,0,10.0,17.70542063377215,1,1,10.0,0,0.0,75,app,0
2023-VQFDL,35,540,6.0,38.0,138,54,35,0,4.5,19.766520040146535,0,0,3.0,0,6.4,75,mobile,0
1345-GKDZZ,35,180,2.0,39.1,162,18,35,3,1.5,18.29073031578868,0,0,1.0,0,8.8,75,mobile,0
2014-MKGMH,35,1380,15.0,202.2,82,138,65,0,10.0,14.291777658782221,1,2,8.0,0,0.8000000000000007,75,app,0
5628-FCGYG,35,630,7.0,168.2,132,63,65,0,5.25,17.158071755975026,0,0,4.0,0,5.8,75,app,0
2560-WBWXF,35,2040,23.0,48.3,38,200,65,0,10.0,22.697075671976545,1,2,10.0,0,0.0,75,mobile,0
0248-IPDFW,35,30,0.0,100.2,172,3,65,1,1.0,28.199615770291327,0,0,0.0,0,9.8,75,web,0
7978-DKUQH,35,750,8.0,149.2,124,75,65,0,6.25,12.84120391310447,0,0,4.0,2,5.0,75,app,0
4335-UPJSI,35,720,8.0,39.5,126,72,35,0,6.0,13.602511231655274,1,4,4.0,0,5.2,75,mobile,0
0524-IAVZO,35,900,10.0,170.0,114,90,65,0,7.5,23.794238129629342,0,0,5.0,0,4.0,75,app,1
2737-YNGYW,35,60,1.0,161.1,170,6,35,1,1.0,32.394588603972174,0,0,0.0,0,9.6,75,app,1
1784-EZDKJ,35,1530,17.0,213.6,72,153,65,0,10.0,15.960576478480213,1,2,8.0,0,0.0,75,app,0
9297-FVVDH,35,1710,19.0,169.0,60,171,65,0,10.0,14.112909434338519,1,2,10.0,0,0.0,75,web,0
8007-YYPWD,35,450,5.0,50.1,144,45,35,0,3.75,27.262787259118078,1,0,2.0,0,7.0,75,mobile,0
7101-HRBLJ,35,2160,24.0,167.4,30,200,65,0,10.0,26.905528133467747,1,5,10.0,0,0.0,75,web,0
5159-YFPKQ,35,60,1.0,151.6,170,6,65,3,1.0,9.03343407848739,0,0,0.0,0,9.6,75,app,1
6635-CPNUN,35,840,9.0,193.2,118,84,35,0,7.0,10.584024444768644,0,0,5.0,0,4.4,75,app,0
4021-RQSNY,65,870,10.0,197.0,116,87,65,0,7.25,13.4905168423296,0,0,5.0,3,4.2,75,app,1
5453-YBTWV,35,2100,23.0,202.2,34,200,65,0,10.0,24.095036662422903,1,1,10.0,0,0.0,75,app,0
5039-LZRQT,35,390,4.0,40.4,148,39,35,0,3.25,19.158704346488896,1,0,2.0,0,7.4,75,mobile,0
2931-VUVJN,65,1770,20.0,188.1,56,177,65,0,10.0,20.82065391054804,1,1,10.0,2,0.0,75,app,0
9061-TIHDA,65,390,4.0,190.5,148,39,65,0,3.25,29.8623499481382,0,0,2.0,0,7.4,75,app,1
8699-ASUFO,65,210,2.0,148.8,160,21,65,0,1.75,15.447555513443433,0,0,1.0,0,8.6,75,app,1
6418-PIQSP,35,1860,21.0,162.0,50,186,35,0,10.0,21.531432214321757,1,0,10.0,0,0.0,75,web,0
8220-OCUFY,35,630,7.0,120.5,132,63,65,0,5.25,24.336488906271164,1,0,4.0,1,5.8,75,web,0
3995-WFCSM,35,60,1.0,121.7,170,6,35,1,1.0,16.628917045871567,0,0,0.0,0,9.6,75,web,0
1895-QTKDO,35,30,0.0,87.9,172,3,35,2,1.0,13.92072827182707,0,0,0.0,0,9.8,75,web,0
2038-OEQZH,35,120,1.0,172.1,166,12,35,2,1.0,26.751138565224164,0,0,1.0,0,9.2,75,app,0
1178-PZGAB,35,570,6.0,40.5,136,57,35,0,4.75,21.2279148858435,1,2,3.0,0,6.2,75,mobile,0
7927-AUXBZ,35,900,10.0,170.3,114,90,35,0,7.5,11.792533929717209,0,0,5.0,0,4.0,75,app,1
2626-VEEWG,35,2010,22.0,38.8,40,200,65,0,10.0,29.86764391220852,1,1,10.0,0,0.0,75,mobile,0
2878-RMWXY,65,2160,24.0,205.3,30,200,65,0,10.0,22.185618720938916,1,2,10.0,0,0.0,75,app,0
1657-DYMBM,35,1590,18.0,39.8,68,159,35,0,10.0,25.00617737530448,1,0,9.0,0,0.0,75,mobile,0
7311-MQJCH,35,150,2.0,39.1,164,15,35,1,1.25,20.084003236868828,1,0,1.0,1,9.0,75,mobile,0
7375-WMVMT,65,2130,24.0,191.0,32,200,65,0,10.0,15.145098434188258,1,5,10.0,0,0.0,75,app,0
1136-XGEQU,35,1500,17.0,168.3,74,150,65,0,10.0,20.596627281118053,1,2,8.0,0,0.0,75,web,0
2530-FMFXO,35,1680,19.0,206.4,62,168,65,0,10.0,27.8936329083367,1,1,9.0,0,0.0,75,app,0
6844-DZKRF,35,60,1.0,100.4,170,6,65,1,1.0,17.66790445707785,0,0,0.0,0,9.6,75,web,0
4695-WJZUE,65,60,1.0,177.1,170,6,65,0,1.0,13.938322107729615,0,0,0.0,1,9.6,75,app,1
7619-ODSGN,35,720,8.0,109.5,126,72,35,0,6.0,40.19333539153213,0,0,4.0,2,5.2,75,web,1
5970-GHJAW,35,1380,15.0,39.9,82,138,35,0,10.0,20.438769041068685,1,1,8.0,0,0.8000000000000007,75,mobile,0
8879-XUAHX,35,2130,24.0,232.5,32,200,65,0,10.0,20.516861754278274,1,1,10.0,0,0.0,75,app,0
3689-MOZGR,35,870,10.0,62.4,116,87,65,0,7.25,17.951461974289852,0,0,5.0,2,4.2,25,web,0
4195-PNGZS,35,2070,23.0,48.9,36,200,35,0,10.0,21.452942094275762,1,2,10.0,0,0.0,75,mobile,0
5003-XZWWO,35,2130,24.0,168.4,32,200,35,0,10.0,6.875716697149402,1,1,10.0,0,0.0,75,web,0
3988-RQIXO,65,30,0.0,182.6,172,3,65,1,1.0,24.991557254637538,0,0,0.0,4,9.8,75,app,1
7622-FWGEW,65,1680,19.0,171.3,62,168,65,0,10.0,23.296439103027488,1,1,9.0,0,0.0,75,web,0
6922-NCEDI,35,1680,19.0,42.4,62,168,65,0,10.0,26.981630820143835,1,3,9.0,0,0.0,75,mobile,0
2514-GINMM,35,30,0.0,159.0,172,3,65,2,1.0,20.58329079275591,0,0,0.0,1,9.8,75,app,1
9891-NQDBD,35,840,9.0,51.1,118,84,35,0,7.0,17.67031751769417,1,0,5.0,0,4.4,75,mobile,0
6131-IUNXN,35,570,6.0,40.4,136,57,35,0,4.75,27.14864612063301,0,0,3.0,0,6.2,75,mobile,0
8548-AWOFC,35,1980,22.0,127.7,42,198,35,0,10.0,28.790958167969073,0,0,10.0,0,0.0,75,web,0
9798-DRYDS,35,510,6.0,123.9,140,51,65,0,4.25,17.574559942600303,1,1,3.0,0,6.6,75,web,0
8532-UEFWH,35,1560,17.0,51.5,70,156,35,0,10.0,14.028453728369273,1,1,9.0,0,0.0,75,mobile,0
6296-DDOOR,35,570,6.0,116.4,136,57,35,0,4.75,19.266610368931534,1,0,3.0,1,6.2,75,web,0
7951-VRDVK,35,1080,12.0,171.7,102,108,35,0,9.0,14.538329349333473,1,0,6.0,0,2.8,75,web,0
5931-FLJJF,65,210,2.0,140.2,160,21,65,1,1.75,18.62477268011213,0,0,1.0,0,8.6,75,app,1
4815-YOSUK,35,2160,24.0,209.8,30,200,65,0,10.0,22.004276191748847,1,3,10.0,0,0.0,75,app,0
2659-VXMWZ,35,2010,22.0,222.6,40,200,65,0,10.0,13.890107616115195,1,1,10.0,2,0.0,75,app,1
0380-NEAVX,65,1020,11.0,199.7,106,102,65,0,8.5,19.072413336519215,1,2,6.0,0,3.2,75,app,0
3207-OYBWH,65,1710,19.0,190.5,60,171,65,0,10.0,19.542558500146416,0,0,10.0,0,0.0,75,app,1
4285-GYRQC,35,210,2.0,172.5,160,21,65,4,1.75,25.409110144579365,0,0,1.0,0,8.6,75,app,1
7216-EWTRS,65,30,0.0,201.6,172,3,65,1,1.0,29.174201675503504,0,0,0.0,0,9.8,75,app,1
4365-MSDYN,35,240,3.0,39.1,158,24,65,3,2.0,17.506907001244567,0,0,1.0,0,8.4,75,mobile,0
7036-TYDEC,35,2070,23.0,208.0,36,200,35,0,10.0,34.57526764909716,1,0,10.0,0,0.0,75,app,0
5802-ADBRC,35,1500,17.0,208.8,74,150,65,0,10.0,24.035401146581517,1,3,8.0,0,0.0,75,app,0
8076-FEZKJ,35,300,3.0,39.0,154,30,35,1,2.5,17.02355489977135,1,2,2.0,0,8.0,75,mobile,0
5197-YPYBZ,35,360,4.0,50.5,150,36,35,3,3.0,17.39832569420552,1,1,2.0,0,7.6,75,mobile,0
8337-MSSXB,35,420,5.0,172.6,146,42,65,0,3.5,16.851421823050174,0,0,2.0,1,7.2,75,app,1
4312-GVYNH,35,2100,23.0,99.7,34,200,65,0,10.0,16.495192949457564,1,2,10.0,0,0.0,25,web,0
8495-LJDFO,65,1920,21.0,217.9,46,192,65,0,10.0,27.79624900033042,0,0,10.0,0,0.0,75,app,0
0839-JTCUD,35,1980,22.0,179.8,42,198,35,0,10.0,24.79553081973442,1,2,10.0,0,0.0,75,web,0
5494-WOZRZ,35,2130,24.0,164.0,32,200,65,0,10.0,17.947389364446853,1,3,10.0,0,0.0,75,web,0
1302-UHBDD,65,600,7.0,179.9,134,60,35,0,5.0,15.481716125342059,0,0,3.0,1,6.0,75,app,0
2234-EOFPT,35,2160,24.0,158.7,30,200,65,0,10.0,26.74211557724197,1,2,10.0,0,0.0,75,web,0
8619-IJNDK,35,2130,24.0,128.1,32,200,35,0,10.0,20.34690008571829,1,3,10.0,0,0.0,75,web,0
8378-LKJAF,35,1140,13.0,202.3,98,114,65,0,9.5,13.195182334147555,0,0,6.0,0,2.4000000000000004,75,app,0
8182-BJDSI,35,840,9.0,179.9,118,84,65,0,7.0,8.849582511678916,0,0,5.0,1,4.4,75,app,1
2528-HFYZX,65,510,6.0,152.9,140,51,65,0,4.25,18.13693045477028,0,0,3.0,1,6.6,75,app,1
1153-GNOLC,35,990,11.0,78.2,108,99,65,0,8.25,20.95884046430262,1,2,6.0,1,3.4000000000000004,25,web,0
3298-QEICA,35,690,8.0,69.2,128,69,35,0,5.75,22.505370245934714,1,3,4.0,0,5.4,25,web,0
0788-DXBFY,35,1740,19.0,39.1,58,174,65,0,10.0,29.886275818846233,1,1,10.0,1,0.0,75,mobile,0
3597-YASZG,65,2100,23.0,208.9,34,200,65,0,10.0,11.321385344411205,1,0,10.0,0,0.0,75,app,0
3496-LFSZU,35,120,1.0,141.0,166,12,35,0,1.0,20.413465244253448,0,0,1.0,0,9.2,75,app,0
5242-UOWHD,35,1350,15.0,40.7,84,135,35,0,10.0,19.11742386174547,1,0,8.0,0,1.0,75,mobile,0
2482-CZGBB,35,300,3.0,140.0,154,30,65,1,2.5,14.06251691783687,0,0,2.0,1,8.0,75,app,1
6479-SZPLM,35,1080,12.0,38.9,102,108,35,0,9.0,25.683314826716405,1,4,6.0,0,2.8,75,mobile,0
8097-VBQTZ,35,1620,18.0,139.8,66,162,65,0,10.0,17.931590210259785,0,0,9.0,0,0.0,75,web,0
4500-HKANN,35,690,8.0,119.4,128,69,35,0,5.75,19.046359474173332,1,2,4.0,0,5.4,75,web,0
9917-KWRBE,35,1230,14.0,156.7,92,123,65,0,10.0,15.07625662479753,1,0,7.0,0,1.8000000000000007,75,web,0
3420-ZDBMA,65,150,2.0,142.9,164,15,65,2,1.25,20.217500257120715,0,0,1.0,0,9.0,75,app,0
2212-LYASK,35,810,9.0,91.7,120,81,65,0,6.75,22.871479137694706,1,0,4.0,0,4.6,25,web,0
1393-IMKZG,35,30,0.0,191.7,172,3,65,1,1.0,20.151254753329937,0,0,0.0,0,9.8,75,app,0
8069-RHUXK,35,2010,22.0,71.4,40,200,35,0,10.0,24.54378512810302,1,0,10.0,0,0.0,25,web,0
3398-GCPMU,65,2160,24.0,179.1,30,200,65,0,10.0,16.76069940429643,1,0,10.0,0,0.0,75,web,0
2908-WGAXL,35,1680,19.0,49.9,62,168,65,0,10.0,23.469179141718477,1,1,9.0,0,0.0,75,mobile,0
3378-AJRAO,35,1320,15.0,49.7,86,132,35,0,10.0,23.679264566718103,1,3,7.0,1,1.1999999999999993,75,mobile,0
1013-QCWAM,65,1980,22.0,201.6,42,198,65,0,10.0,22.6746055152639,0,0,10.0,3,0.0,75,app,0
0866-QLSIR,35,1020,11.0,128.8,106,102,65,0,8.5,25.49662315050929,1,1,6.0,0,3.2,75,web,1
6050-FFXES,35,2070,23.0,210.7,36,200,35,0,10.0,16.88598544921177,1,2,10.0,0,0.0,75,app,0
7181-BQYBV,35,30,0.0,204.9,172,3,65,2,1.0,16.12299656858875,0,0,0.0,1,9.8,75,app,1
0362-RAOQO,35,1200,13.0,39.3,94,120,35,0,10.0,15.29172361927059,1,2,7.0,0,2.0,75,mobile,0
9554-DFKIC,35,900,10.0,108.9,114,90,65,0,7.5,13.599898858225195,0,0,5.0,0,4.0,75,web,0
5527-ACHSO,35,330,4.0,141.0,152,33,35,2,2.75,16.077870411526415,0,0,2.0,0,7.8,75,web,0
0829-DDVLK,35,450,5.0,40.2,144,45,35,0,3.75,16.574909374100443,1,2,2.0,0,7.0,75,mobile,0
1399-UBQIU,35,330,4.0,138.7,152,33,65,2,2.75,15.322746051746776,0,0,2.0,1,7.8,75,web,0
1813-JLKWR,35,1920,21.0,39.6,46,192,35,0,10.0,18.981265326389863,1,4,10.0,0,0.0,75,mobile,0
0336-PIKEI,65,2160,24.0,148.8,30,200,35,0,10.0,12.35242593606867,1,2,10.0,0,0.0,75,web,0
7322-OCWHC,65,2160,24.0,186.1,30,200,65,0,10.0,25.49464567836869,1,1,10.0,0,0.0,75,app,0
9537-VHDTA,35,30,0.0,102.4,172,3,35,4,1.0,18.491164271696146,0,0,0.0,0,9.8,75,web,0
4957-TIALW,35,450,5.0,131.2,144,45,35,0,3.75,20.905568267376008,1,3,2.0,0,7.0,75,web,0
2054-PJOCK,35,1800,20.0,161.1,54,180,35,0,10.0,13.861012600293268,1,1,10.0,0,0.0,75,web,0
9150-HEPMB,35,1680,19.0,105.4,62,168,35,0,10.0,19.263902050103148,1,3,9.0,0,0.0,75,web,0
9030-QGZNL,35,240,3.0,41.7,158,24,35,2,2.0,22.46868687687773,1,3,1.0,0,8.4,75,mobile,0
6204-IEUXJ,35,90,1.0,160.2,168,9,35,3,1.0,20.24922429505245,0,0,0.0,0,9.4,75,app,1
3126-WQMGH,35,1470,16.0,104.3,76,147,65,0,10.0,26.690362821138375,0,0,8.0,0,0.1999999999999993,75,web,0
4529-CKBCL,35,60,1.0,160.4,170,6,65,2,1.0,21.220837588853595,0,0,0.0,1,9.6,75,app,1
2506-CLAKW,35,180,2.0,196.3,162,18,65,1,1.5,12.18121731621634,0,0,1.0,0,8.8,75,app,1
7176-WRTNX,35,2100,23.0,229.9,34,200,65,0,10.0,16.87767150437444,1,0,10.0,0,0.0,75,app,0
1583-IHQZE,35,360,4.0,225.9,150,36,65,2,3.0,13.433199271826124,0,0,2.0,0,7.6,75,app,1
5732-IKGQH,65,1560,17.0,208.9,70,156,65,0,10.0,25.059579608292744,1,2,9.0,0,0.0,75,app,0
9239-GZHZE,35,2160,24.0,227.3,30,200,65,0,10.0,19.20804535232859,1,4,10.0,0,0.0,75,app,0
7205-BAIAD,35,1200,13.0,41.2,94,120,65,0,10.0,27.192306717292453,1,0,7.0,0,2.0,75,mobile,0
0151-ONTOV,35,30,0.0,141.8,172,3,35,4,1.0,12.407962961537274,0,0,0.0,0,9.8,75,app,1
4140-MUHUG,65,90,1.0,173.7,168,9,65,2,1.0,17.104636318018464,0,0,0.0,2,9.4,75,app,1
0093-EXYQL,65,1200,13.0,183.1,94,120,65,0,10.0,21.32100604839039,0,0,7.0,0,2.0,75,app,0
8064-RAVOH,35,30,0.0,99.7,172,3,65,0,1.0,15.929953578165337,0,0,0.0,1,9.8,75,web,0
0219-QAERP,35,900,10.0,39.6,114,90,35,0,7.5,7.080004687948071,1,1,5.0,0,4.0,75,mobile,0
0320-JDNQG,35,690,8.0,199.7,128,69,65,0,5.75,12.332384131549839,0,0,4.0,1,5.4,75,app,1
7180-PISOG,35,30,0.0,149.0,172,3,65,3,1.0,28.98413825557042,0,0,0.0,2,9.8,75,app,1
9168-INPSZ,65,1320,15.0,208.3,86,132,35,0,10.0,25.55622564277419,0,0,7.0,0,1.1999999999999993,75,app,0
3571-RFHAR,35,1950,22.0,218.3,44,195,65,0,10.0,10.116956183186888,0,0,10.0,0,0.0,75,app,1
0015-UOCOJ,65,210,2.0,96.4,160,21,65,0,1.75,15.928886194410005,0,0,1.0,2,8.6,75,web,0
5334-AFQJB,65,2160,24.0,50.2,30,200,65,0,10.0,19.880055892045153,1,3,10.0,0,0.0,75,mobile,0
2754-SDJRD,65,240,3.0,200.3,158,24,65,5,2.0,13.719376714301458,0,0,1.0,0,8.4,75,app,0
9578-VRMNM,35,480,5.0,130.4,142,48,65,0,4.0,16.530380832838155,0,0,3.0,0,6.8,75,web,1
1587-FKLZB,65,1980,22.0,199.0,42,198,65,0,10.0,12.140535780116808,0,0,10.0,0,0.0,75,app,1
6140-QNRQQ,35,30,0.0,143.1,172,3,65,2,1.0,34.09070808662194,0,0,0.0,0,9.8,75,app,1
8963-JLGJT,35,90,1.0,111.8,168,9,35,3,1.0,19.913478282491116,0,0,0.0,0,9.4,75,web,0
4307-KTUMW,35,1590,18.0,187.8,68,159,35,0,10.0,16.817416314341546,0,0,9.0,2,0.0,75,app,1
1465-LNTLJ,65,240,3.0,128.8,158,24,65,2,2.0,11.169974042762677,0,0,1.0,0,8.4,75,web,0
5440-FLBQG,65,2070,23.0,216.8,36,200,65,0,10.0,17.628856416178458,1,2,10.0,0,0.0,75,app,1
2135-DQWAQ,35,150,2.0,170.6,164,15,65,5,1.25,16.82243325978716,0,0,1.0,0,9.0,75,app,0
4056-QHXHZ,35,2160,24.0,214.9,30,200,35,0,10.0,15.084993535117498,1,3,10.0,0,0.0,75,app,0
7470-MCQTK,35,390,4.0,97.5,148,39,65,0,3.25,17.0337700485837,0,0,2.0,0,7.4,25,web,1
7488-MXJIV,35,120,1.0,171.3,166,12,65,2,1.0,12.884846431710294,0,0,1.0,1,9.2,75,app,1
7401-JIXNM,35,1620,18.0,182.6,66,162,35,0,10.0,26.474383917680647,1,5,9.0,0,0.0,75,web,0
9339-FIIJL,35,2160,24.0,171.9,30,200,35,0,10.0,25.422068770890068,1,1,10.0,0,0.0,75,web,0
2027-FECZV,35,360,4.0,213.4,150,36,65,2,3.0,27.961356046283186,0,0,2.0,1,7.6,75,app,1
2672-DZUOY,35,30,0.0,50.3,172,3,65,1,1.0,10.753391200553086,0,0,0.0,0,9.8,25,web,1
4706-DGAHW,65,30,0.0,90.4,172,3,35,1,1.0,33.39720728599456,0,0,0.0,1,9.8,75,web,0
3870-MQAMG,35,1620,18.0,220.7,66,162,35,0,10.0,18.563634512456048,1,2,9.0,0,0.0,75,app,1
6670-MFRPK,35,2070,23.0,158.4,36,200,65,0,10.0,12.153195336389189,1,2,10.0,0,0.0,75,app,0
6177-PEVRA,35,1440,16.0,111.0,78,144,35,0,10.0,13.247136347724885,1,1,8.0,0,0.40000000000000036,75,web,0
4800-CZMPC,35,1440,16.0,206.5,78,144,65,0,10.0,18.902862236666927,1,1,8.0,0,0.40000000000000036,75,app,1
4813-HQMGZ,35,240,3.0,180.5,158,24,65,6,2.0,12.083127755047938,0,0,1.0,1,8.4,75,app,0
7579-KKLOE,35,2130,24.0,182.5,32,200,65,0,10.0,11.611446513197,1,0,10.0,0,0.0,75,web,0
7377-DMMRI,35,60,1.0,95.6,170,6,65,1,1.0,21.526139586165197,0,0,0.0,1,9.6,75,web,1
8402-EIVQS,35,2010,22.0,201.8,40,200,65,0,10.0,15.947690884406656,1,4,10.0,0,0.0,75,app,0
4947-DSMXK,35,1020,11.0,195.4,106,102,65,0,8.5,16.467161644020887,0,0,6.0,0,3.2,75,app,0
7245-NIIWQ,35,90,1.0,139.7,168,9,65,2,1.0,15.65586577394149,0,0,0.0,2,9.4,75,app,0
0002-ORFBO,35,270,3.0,131.2,156,27,65,0,2.25,24.12706068005732,1,0,2.0,0,8.2,75,web,0
3324-OIRTO,35,2130,24.0,209.3,32,200,65,0,10.0,14.901341864283667,1,0,10.0,0,0.0,75,app,0
5414-OFQCB,35,1710,19.0,180.9,60,171,65,0,10.0,14.859383783423711,1,3,10.0,0,0.0,75,app,0
4967-WPNCF,35,2160,24.0,127.4,30,200,65,0,10.0,33.98087574646882,1,4,10.0,0,0.0,25,web,0
8552-OBVRU,65,1440,16.0,209.0,78,144,65,0,10.0,13.898497964134773,0,0,8.0,1,0.40000000000000036,75,app,0
8499-BRXTD,35,540,6.0,40.2,138,54,35,0,4.5,12.461646004857526,1,0,3.0,0,6.4,75,mobile,0
